year,statecode,description,unit,data,msn,serialid
1989,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258292
1990,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258293
1991,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258294
1992,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258295
1993,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258296
1994,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258297
1995,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258298
1996,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258299
1997,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258300
1998,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258301
1999,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258302
2000,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258303
2001,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258304
2002,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258305
2003,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258306
2004,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258307
2005,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258308
2006,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258309
2007,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258310
2008,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258311
2009,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258312
2010,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258313
2011,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258314
2012,NH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258315
1960,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258316
1961,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258317
1962,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258318
1963,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258319
1964,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258320
1965,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258321
1966,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258322
1967,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258323
1968,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258324
1969,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258325
1970,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258326
1971,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258327
1972,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258328
1973,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258329
1974,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258330
1975,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258331
1976,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258332
1977,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258333
1978,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258334
1979,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258335
1980,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258336
1981,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258337
1982,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258338
1983,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258339
1984,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258341
1985,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258342
1986,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258343
1987,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258344
1988,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258345
1989,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258346
1990,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258347
1991,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258348
1992,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258349
1993,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258350
1994,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258351
1995,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258352
1996,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258353
1997,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258354
1998,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258355
1999,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258356
2000,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258357
2001,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258358
2002,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258359
2003,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258360
2004,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258361
2005,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258362
2006,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258363
2007,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258364
2008,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,3,SOEGP,1258365
2009,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,11,SOEGP,1258366
2010,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,21,SOEGP,1258367
2011,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,60,SOEGP,1258368
2012,NJ,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,266,SOEGP,1258369
1960,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258370
1961,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258371
1962,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258372
1963,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258373
1964,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258374
1965,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258375
1966,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258376
1967,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258377
1968,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258378
1969,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258379
1970,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258380
1971,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258381
1972,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258382
1973,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258383
1974,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258384
1975,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258385
1976,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258386
1977,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258387
1978,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258388
1979,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258389
1980,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258390
1981,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258391
1982,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258392
1983,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258393
1984,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258394
1985,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258395
1986,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258396
1987,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258397
1988,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258398
1989,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258399
1990,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258400
1991,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258401
1992,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258402
1993,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258403
1994,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258404
1995,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258405
1996,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258406
1997,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258407
1998,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258408
1999,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258409
2000,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258410
2001,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258411
2002,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258412
2003,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258413
2004,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258414
2005,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258415
2006,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258416
2007,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258417
2008,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258418
2009,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258419
2010,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,9,SOEGP,1258420
2011,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,128,SOEGP,1258421
2012,NM,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,334,SOEGP,1258422
1960,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258423
1961,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258424
1962,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258425
1963,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258426
1964,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258427
1965,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258428
1966,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258429
1967,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258430
1968,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258431
1969,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258432
1970,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258433
1971,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258434
1972,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258435
1973,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258436
1974,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258437
1975,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258438
1976,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258440
1977,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258441
1978,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258442
1979,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258443
1980,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258444
1981,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258445
1982,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258446
1983,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258447
1984,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258448
1985,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258449
1986,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258450
1987,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258451
1988,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258452
1989,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258453
1990,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258454
1991,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258455
1992,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258456
1993,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258457
1994,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258458
1995,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258459
1996,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258460
1997,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258461
1998,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258462
1999,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258463
2000,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258464
2001,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258465
2002,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258466
2003,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258467
2004,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258468
2005,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258469
2006,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258470
2007,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,44,SOEGP,1258471
2008,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,156,SOEGP,1258472
2009,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,174,SOEGP,1258473
2010,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,215,SOEGP,1258474
2011,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,258,SOEGP,1258475
2012,NV,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,438,SOEGP,1258476
1960,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258477
1961,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258478
1962,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258479
1963,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258480
1964,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258481
1965,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258482
1966,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258483
1967,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258484
1968,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258485
1969,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258486
1970,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258487
1971,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258488
1972,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258489
1973,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258490
1974,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258491
1975,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258492
1976,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258493
1977,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258494
1978,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258495
1979,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258496
1980,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258497
1981,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258498
1982,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258499
1983,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258500
1984,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258501
1985,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258502
1986,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258503
1987,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258504
1988,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258505
1989,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258506
1990,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258507
1991,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258508
1992,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258509
1993,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258510
1994,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258511
1995,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258512
1996,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258513
1997,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258514
1998,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258515
1999,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258516
2000,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258517
2001,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258518
2002,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258519
2003,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258520
2004,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258521
2005,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258522
2006,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258523
2007,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258524
2008,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258525
2009,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258526
2010,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258527
2011,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,6,SOEGP,1258528
2012,NY,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,53,SOEGP,1258529
1960,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258530
1961,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258531
1962,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258532
1963,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258533
1964,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258534
1965,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258535
1966,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258536
1967,OH,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,0,SOEGP,1258537
