well_permit_number,period_id,production_indicator,well_status,farm_name,well_number,gas_quantity,gas_production_days,condensate_quanitity,condensate_production_days,oil_quantity,oil_production_days,averaged,operator_name,ogo_number,well_county,well_municipality,well_latitude,well_longitude,unconventional,well_configuration_code,home_use,reporting_period,comment_reason,comment_text,serialid
123-37903,2012-0,Y,ACTIVE,R. CRAKER 1,1,136.41,7,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.997451,-79.521816,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77034
123-39192,2012-0,N,RINAC,DEMBY DAVIS UNIT 1,1,,,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.96611,-79.572114,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77035
123-39211,2012-0,Y,ACTIVE,BECK-CROSBY 1,1,1051.85,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,FREEHOLD,41.982716,-79.500663,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77036
123-39213,2012-0,Y,ACTIVE,D WRIGHT 1,1,120,7,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.992044,-79.522734,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77037
123-39218,2012-0,Y,ACTIVE,L. CROSBY 1,1,552.5,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,BEAR LAKE,41.990667,-79.498905,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77038
123-39273,2012-0,Y,ACTIVE,R TRISKET 1,1,560.61,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.99726,-79.547665,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77039
123-39274,2012-0,Y,ACTIVE,M. HALLIDAY 2,2,1164.14,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,FREEHOLD,41.974477,-79.498159,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77040
123-39697,2012-0,Y,ACTIVE,A. KUZMA ESTATE 1,1,1033.75,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.93021,-79.550966,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77041
123-39698,2012-0,Y,ACTIVE,A. KUZMA ESTATE 2,2,2501.71,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.91502,-79.533912,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77042
123-39700,2012-0,Y,ACTIVE,MARRS 3,3,245.79,270,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.92321,-79.568309,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77043
123-39702,2012-0,Y,ACTIVE,MARRS 1,1,541.42,300,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.926641,-79.563827,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77044
123-40089,2012-0,Y,ACTIVE,B. STREETER 1,1,815.35,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.911315,-79.5374,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77045
123-40396,2012-0,Y,ACTIVE,RANDALL MCCRAY 1,1,1489.31,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,SPRING CREEK,41.885958,-79.537844,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77046
123-40428,2012-0,Y,ACTIVE,TOPLOVICH UNIT#7,UNIT#7,370.57,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.975437,-79.541152,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77047
123-40638,2012-0,Y,ACTIVE,J. LYONS 1,1,1170.93,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.896636,-79.528062,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77048
123-40728,2012-0,Y,ACTIVE,W. M. CHERRY 2,2,285.83,240,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.928262,-79.505844,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77049
123-40751,2012-0,Y,ACTIVE,R. TRISKET 2,2,437.25,180,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.994077,-79.547297,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77050
123-40760,2012-0,Y,ACTIVE,JOHN H. LYONS ET AL 2,2,651.75,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.897324,-79.52068,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77051
123-40815,2012-0,Y,ACTIVE,ANN H. FULLER 1,1,46.25,180,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.898446,-79.533903,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77052
123-40863,2012-0,Y,ACTIVE,RANSOM RIEDEL UNIT 1,1,981.58,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,SPRING CREEK,41.893067,-79.533607,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77053
123-40936,2012-0,Y,ACTIVE,HERBERT L. AUSTIN ETAL 1-A,1-A,1404.13,330,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,COLUMBUS,41.90944,-79.515136,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77054
123-41261,2012-0,Y,ACTIVE,RANSOM G. RIEDEL 4,4,1408.01,365,,,,,N,LION ENERGY CO LLC,OGO-66775,WARREN,SPRING CREEK,41.891316,-79.54255,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77055
123-39735,2012-0,Y,ACTIVE,U. S. FOREST SERVICE TRACT #737 2,2,164.96,360,,,30.96,325,Y,CONSORTIUM ENERGY LLC,OGO-67150,WARREN,CHERRY GROVE,41.630996,-79.096964,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77062
123-39744,2012-0,Y,ACTIVE,U. S. FOREST SERVICE TRACT #737 1,1,164.96,360,,,30.96,325,Y,CONSORTIUM ENERGY LLC,OGO-67150,WARREN,CHERRY GROVE,41.629898,-79.096232,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77063
123-43790,2012-0,Y,ACTIVE,USFS 737 DM1,DM-1,164.96,360,,,30.96,325,Y,CONSORTIUM ENERGY LLC,OGO-67150,WARREN,CHERRY GROVE,41.63094,-79.09969,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77064
123-43798,2012-0,Y,ACTIVE,USFS 756 DM4,DM-4,164.96,360,,,30.96,325,Y,CONSORTIUM ENERGY LLC,OGO-67150,WARREN,CHERRY GROVE,41.626887,-79.094306,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77065
123-43989,2012-0,Y,ACTIVE,USFS 737 10,10,164.96,360,,,30.96,325,Y,CONSORTIUM ENERGY LLC,OGO-67150,WARREN,CHERRY GROVE,41.636079,-79.094456,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77066
123-43990,2012-0,Y,ACTIVE,USFS 737 11,11,164.96,360,,,30.96,325,Y,CONSORTIUM ENERGY LLC,OGO-67150,WARREN,CHERRY GROVE,41.636148,-79.092217,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77067
123-43991,2012-0,Y,ACTIVE,USFS 756 2,2,164.96,360,,,30.96,325,Y,CONSORTIUM ENERGY LLC,OGO-67150,WARREN,CHERRY GROVE,41.627285,-79.099312,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77068
123-43992,2012-0,Y,ACTIVE,USFS 756 3,3,164.96,360,,,30.96,325,Y,CONSORTIUM ENERGY LLC,OGO-67150,WARREN,CHERRY GROVE,41.627029,-79.096934,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77069
123-44114,2012-0,Y,ACTIVE,USFS 737 6,6,164.96,360,,,30.96,325,Y,CONSORTIUM ENERGY LLC,OGO-67150,WARREN,CHERRY GROVE,41.632715,-79.100792,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77070
123-26966,2012-0,N,ACTIVE,ANTHONY T LAMBERT 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.982917,-79.367644,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77071
123-26967,2012-0,Y,ACTIVE,ABE BYLER 1,1,937,270,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.980726,-79.390186,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77072
123-26998,2012-0,N,ACTIVE,JOE BYLER ET UX 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.981062,-79.374263,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77073
123-27103,2012-0,N,ACTIVE,HARRY SARVIS 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.986694,-79.346128,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77074
123-27577,2012-0,Y,ACTIVE,AMOS SHELTER 1,1,8,3,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.987518,-79.387613,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77075
123-27837,2012-0,N,ACTIVE,GEORGE SAVKO 2,2,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.961856,-79.408197,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77076
123-27867,2012-0,N,ACTIVE,LEVI SHETLER 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.976677,-79.39515,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77077
123-27873,2012-0,Y,ACTIVE,JOHN LITTLE 1,1,506,300,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,,,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77078
123-27898,2012-0,N,ACTIVE,MAX WERNER 3,3,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,,,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77079
123-28015,2012-0,N,ACTIVE,JOHN MALLERY 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.982435,-79.413725,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77080
123-28019,2012-0,Y,ACTIVE,JOHN SWEENEY 1,1,166,240,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.992181,-79.356613,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77081
123-28020,2012-0,Y,ACTIVE,ROBERT CARLSON 1,1,406,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.995887,-79.348337,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77082
123-28070,2012-0,Y,ACTIVE,CHASE 1A,1A,161,120,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,,,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77083
123-28129,2012-0,Y,ACTIVE,MAX WARNER 1,1,215,210,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.997671,-79.387339,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77084
123-28209,2012-0,N,ACTIVE,SHELTER L 2A,2A,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.971735,-79.406915,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77085
123-28264,2012-0,Y,ACTIVE,GEORGE SAVKO 1A,1A,559,240,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.963093,-79.399741,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77086
123-28356,2012-0,Y,ACTIVE,DAVID CURTIS 22,2,107,120,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.942764,-79.559054,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77087
123-28386,2012-0,Y,ACTIVE,JOHN SWEENEY 2,2,88,120,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.997669,-79.357535,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77088
123-28446,2012-0,N,ACTIVE,WILLIAM B EDDY 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.982988,-79.484188,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77089
123-28447,2012-0,N,ACTIVE,WILLIAM B EDDY 2,2,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.979143,-79.495588,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77090
123-28588,2012-0,N,ACTIVE,JAMES GOURLEY 3,3,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.963506,-79.391652,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77091
123-28589,2012-0,N,ACTIVE,ALLEN GOURLEY 4,4,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.970914,-79.396435,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77092
123-28591,2012-0,N,ACTIVE,JAMES GOURLEY 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.969132,-79.387793,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77093
123-28592,2012-0,N,ACTIVE,JAMES GOURLEY 2,2,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.97462,-79.386691,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77094
123-28593,2012-0,N,ACTIVE,JAMES GOURLEY 4,4,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.958978,-79.392938,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77095
123-28918,2012-0,Y,ACTIVE,ENOCH B CORNISH 2,2,95,90,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.97517,-79.463959,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77096
123-29108,2012-0,Y,ACTIVE,GEORGE BAUERLE 1,1,4356,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.968855,-79.403605,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77097
123-29109,2012-0,N,ACTIVE,WM R HINSDALE 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.979833,-79.354034,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77098
123-29173,2012-0,Y,ACTIVE,ELI YODER 1,1,794,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.972145,-79.454651,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77099
123-29208,2012-0,N,ACTIVE,HERBERT GOURLEY 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.965016,-79.38485,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77100
123-29954,2012-0,Y,ACTIVE,ELLINGTON HARDWOODS-W. HORNBURG 1,1,72,150,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.979695,-79.4416,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77101
123-29955,2012-0,N,ACTIVE,MILO KOREN 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.963229,-79.446741,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77102
123-29967,2012-0,Y,ACTIVE,F RUSSELL 1,1,153,90,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.989844,-79.415477,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77103
123-29975,2012-0,N,ACTIVE,RICHARD GIORDAN 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.981481,-79.42505,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77105
123-30025,2012-0,N,ACTIVE,J.R. WINANS 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.977584,-79.431853,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77106
123-30059,2012-0,N,ACTIVE,MILO KOREN 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.967069,-79.451468,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77107
123-30060,2012-0,Y,ACTIVE,C CHAPMAN 1,1,1771,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.997123,-79.465432,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77108
123-30062,2012-0,Y,ACTIVE,R PERKINS 1,1,465,240,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.981207,-79.469108,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77109
123-30063,2012-0,Y,ACTIVE,E CORNISH 4,4,1676,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.992184,-79.459546,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77110
123-30064,2012-0,Y,ACTIVE,H CORNISH 1,1,503,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.990303,-79.473156,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77111
123-30065,2012-0,N,ACTIVE,H. CORNISH 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.96666,-79.485285,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77112
123-30101,2012-0,Y,ACTIVE,E. CORNISH JR 1,1,872,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.972834,-79.486759,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77113
123-30414,2012-0,Y,ACTIVE,W N RUSSELL 1,1,1502,330,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,41.972381,-79.361754,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77114
123-30551,2012-0,Y,ACTIVE,MAX MANWARING 1,1,61,30,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.962954,-79.491295,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77115
123-30552,2012-0,N,ACTIVE,MAX MANWARING 2,2,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.961666,-79.48429,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77116
123-30602,2012-0,Y,ACTIVE,J ZALIK 1,1,2163,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.970024,-79.464584,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77117
123-30603,2012-0,Y,ACTIVE,M MANWARING 5,5,16,30,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.957235,-79.493185,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77118
123-30848,2012-0,Y,ACTIVE,CORNISH LIMBER CO 1,1,1426,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.982577,-79.477384,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77119
123-30910,2012-0,N,ACTIVE,DAVID CURTIS 3,3,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.944222,-79.5451,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77120
123-31338,2012-0,Y,ACTIVE,CORNISH LUMBER CO C5,C5,241,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.976129,-79.473521,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77121
123-31531,2012-0,N,ACTIVE,JOHN LITTLE 2,2,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,,,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77122
123-32322,2012-0,Y,ACTIVE,GEORGE LAUGER 2,2,128,150,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.977773,-79.529164,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77123
123-32413,2012-0,Y,ACTIVE,KECER-LAUGER 1,1,652,334,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.966729,-79.525023,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77124
123-32567,2012-0,Y,ACTIVE,WILLIS KOREN 1,1,217,150,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.960894,-79.455104,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77125
123-32688,2012-0,N,ACTIVE,WALTER SPITMAN 2,2,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.971286,-79.555661,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77126
123-32713,2012-0,Y,ACTIVE,ROBERT SCOTT 1,1,28,30,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.950927,-79.476272,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77127
123-32714,2012-0,Y,ACTIVE,LLOYD PRICE 1,1,20,30,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.95632,-79.477928,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77128
123-33142,2012-0,Y,ACTIVE,DAVID CURTIS 5,5,706,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.955936,-79.556246,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77129
123-33143,2012-0,Y,ACTIVE,PAUL TOPLOVICH 3,3,1320,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.971534,-79.542404,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77130
123-33144,2012-0,Y,ACTIVE,PAUL TOPLOVICH 6,6,1285,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.964427,-79.544114,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77131
123-33511,2012-0,Y,ACTIVE,JOHN ZAJAC 2,2,251,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.971738,-79.517633,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77132
123-33513,2012-0,Y,ACTIVE,PAUL TOPLOVICH 5,5,1473,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.963324,-79.531915,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77133
123-33514,2012-0,Y,ACTIVE,PAUL TOPLOVICH 4,4,1166,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.967713,-79.579469,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77134
123-33516,2012-0,Y,ACTIVE,DAVID CURTIS 9,9,936,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.949694,-79.547789,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77135
123-33518,2012-0,Y,PLUGGED,DAVID CURTIS 7,7,613,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.954949,-79.54926,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77136
123-33519,2012-0,Y,ACTIVE,DAVID CURTIS 8,8,666,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.960763,-79.549371,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77137
123-35536,2012-0,Y,ACTIVE,EDDY 3,3,1706,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,COLUMBUS,41.950676,-79.496123,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77138
123-35777,2012-0,Y,ACTIVE,DAVID & VIOLET STURGES 1,1,1318,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.995229,-79.473672,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77139
123-36452,2012-0,Y,ACTIVE,WALTER SWEENEY 1,1,911,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,SUGAR GROVE,,,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77140
123-39199,2012-0,Y,ACTIVE,MORTON 1,1,31,30,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.987681,-79.479225,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77141
123-40521,2012-0,N,ACTIVE,D. MESSINGER DRILLING UNIT 1,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.915297,-79.484529,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77142
123-40554,2012-0,Y,ACTIVE,REAGLE 1,1,3811,365,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.948592,-79.490056,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,77143
123-42500,2012-0,N,ACTIVE,TONDALEA KRONEBERG 1 OG WELL,1,,,,,,,N,BEAR LAKE ENERGY,OGO-67220,WARREN,FREEHOLD,41.991002,-79.468559,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,77144
123-37982,2012-0,Y,DEPAL,PIERCE PINE VALLEY RES 1,1,,,,,62.07,366,Y,BULL RUN ENERGY LLC,OGO-68020,WARREN,SUGAR GROVE,41.91516,-79.354932,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,This is my reporting well for group 1 total of 16 wells.,77690
123-37983,2012-0,Y,DEPAL,PIERCE PINE VALLEY RESOURCES 8,8,,,,,62.07,366,Y,BULL RUN ENERGY LLC,OGO-68020,WARREN,SUGAR GROVE,41.914613,-79.346849,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,This is my reporting well for group 1 total of 16 wells.,77691
123-37984,2012-0,Y,DEPAL,PIERCE PINE VALLEY RESOURCES 9,9,,,,,62.07,366,Y,BULL RUN ENERGY LLC,OGO-68020,WARREN,SUGAR GROVE,41.914201,-79.348318,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,This is my reporting well for group 1 total of 16 wells.,77692
123-37985,2012-0,Y,DEPAL,PIERCE PINE VALLEY RESOURCES 10,10,,,,,62.07,366,Y,BULL RUN ENERGY LLC,OGO-68020,WARREN,SUGAR GROVE,41.913515,-79.3474,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,This is my reporting well for group 1 total of 16 wells.,77693
