well_permit_number,period_id,production_indicator,well_status,farm_name,well_number,gas_quantity,gas_production_days,condensate_quanitity,condensate_production_days,oil_quantity,oil_production_days,averaged,operator_name,ogo_number,well_county,well_municipality,well_latitude,well_longitude,unconventional,well_configuration_code,home_use,reporting_period,comment_reason,comment_text,serialid
049-24448,2012-0,Y,ACTIVE,RUTKOWSKI 4,4,954,306,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,WATERFORD,41.925958,-80.049145,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25212
049-24453,2012-0,Y,ACTIVE,YOUNG 1,1,123,214,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.041396,-79.810194,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25213
049-24467,2012-0,Y,ACTIVE,ERIE MUNI AIRPORT AUTH 2,2,405,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MILLCREEK,42.089599,-80.165105,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25214
049-24468,2012-0,Y,ACTIVE,ERIE MUNI AIRPORT AUTH 3,3,642,213,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MILLCREEK,42.073731,-80.194792,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25215
049-24469,2012-0,N,ACTIVE,ERIE MUNI AIRPORT AUTH 4,4,,,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MILLCREEK,42.076202,-80.188532,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,25216
049-24485,2012-0,Y,ACTIVE,VOLKMAN 1,1,319,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.05425,-79.83456,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25217
049-24512,2012-0,Y,ACTIVE,WINKLEMAN 1,1,980,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,SUMMIT,42.010114,-80.047131,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25218
049-24532,2012-0,Y,ACTIVE,BENSINK 2,2,619,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,UNION,42.024108,-79.768521,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25219
049-24544,2012-0,Y,ACTIVE,ERIE MUNI AIRPORT AUTH 6,6,582,244,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MILLCREEK,42.044646,-80.17582,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25220
049-24545,2012-0,Y,ACTIVE,ERIE MUNI AIRPORT AUTH 7,7,137,274,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MILLCREEK,42.087978,-80.178515,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25221
049-24546,2012-0,Y,ACTIVE,ZEAMAN 1,1,797,335,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.072742,-79.780321,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25222
049-24547,2012-0,Y,ACTIVE,FENESTRA 1,1,72,153,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MILLCREEK,42.08279,-80.167537,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25223
049-24589,2012-0,N,ACTIVE,AIRPORT 8,8,,,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MILLCREEK,42.076476,-80.188164,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,25224
049-24617,2012-0,Y,ACTIVE,ERIE MUNI AIRPORT 11,11,151,213,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MILLCREEK,42.085929,-80.170116,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25225
049-24620,2012-0,Y,ACTIVE,BROWN 3,3,1208,304,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,AMITY,41.970498,-79.791672,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25226
049-24623,2012-0,N,ACTIVE,BROWN 2,2,,,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,AMITY,41.968,-79.786389,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,25227
049-24632,2012-0,Y,ACTIVE,ERIE MUNI AIRPORT 9,9,517,153,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MILLCREEK,42.079003,-80.176745,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25228
049-24634,2012-0,Y,ACTIVE,FEIDLER 2,2,324,336,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,WATERFORD,41.944476,-80.033026,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25229
049-24655,2012-0,Y,ACTIVE,DURST 2,2,543,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.050408,-79.805963,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25230
049-24657,2012-0,Y,ACTIVE,MAGEE PLONSKI 1,1,1507,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,WATERFORD,41.935371,-80.044093,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25231
049-24672,2012-0,Y,ACTIVE,DIXSON DEV 1,1,1561,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MILLCREEK,42.080044,-80.190006,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25232
049-24674,2012-0,Y,ACTIVE,ASBURY METH CH 1,1,536,335,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MILLCREEK,42.069919,-80.182913,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25233
049-24688,2012-0,Y,ACTIVE,KLAPTHOR 1,1,80,153,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,WATERFORD,41.951202,-80.068631,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25234
049-24690,2012-0,N,ACTIVE,D MEABON 1,1,,,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.077503,-79.780323,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25235
049-24692,2012-0,Y,ACTIVE,R MEABON 2,2,140,244,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.029788,-79.812767,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25236
049-24693,2012-0,Y,ACTIVE,DURST 3,3,346,335,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.051889,-79.810344,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25237
049-24695,2012-0,Y,ACTIVE,RUTKOWSKI 5,5,175,304,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,WATERFORD,41.924311,-80.056273,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25238
049-24702,2012-0,Y,ACTIVE,STOFFAN 2,2,,,,,41.9,123,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.05068,-79.815683,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25239
049-24703,2012-0,Y,ACTIVE,BOOSER 1,1,370,335,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,AMITY,41.975303,-79.784504,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25240
049-24715,2012-0,Y,ACTIVE,DOMBROWSKI 1,1,423,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.039803,-79.772759,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25241
049-24731,2012-0,Y,ACTIVE,KWIATKOSKI 2,2,214,92,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.051437,-79.795101,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25242
049-24764,2012-0,Y,ACTIVE,ALEXANDER & NADIA KUVSHINIKOV 1,1,405,335,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MILLCREEK,42.069752,-80.191844,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25243
049-24781,2012-0,Y,ACTIVE,ALTON YOUNG 3,3,34,90,,,41.9,90,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.035084,-79.809272,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25244
049-24789,2012-0,Y,ACTIVE,POLLY CONOVER 1,1,232,122,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,AMITY,41.994929,-79.794693,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25245
049-24790,2012-0,Y,ACTIVE,OLIVE PHILLIPS 2,2,449,336,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.033164,-79.804118,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25246
049-24791,2012-0,Y,ACTIVE,DAVID BENSINK 3,3,593,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.023628,-79.763368,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25247
049-24792,2012-0,Y,ACTIVE,NORMAN H YOST 1,1,596,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.022188,-79.797271,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25248
049-24797,2012-0,N,ACTIVE,OLIVES PHILLIPS 3,3,,,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.029733,-79.807982,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,25249
049-24811,2012-0,N,ACTIVE,STEVE KWIATKOSKI 3,3,,,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.053838,-79.800256,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,25250
049-24817,2012-0,Y,ACTIVE,EDWARD P DOMBROWSKI 2,2,999,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.040515,-79.780379,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25251
049-24835,2012-0,N,ACTIVE,RON MEABON 6,6,,,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.026026,-79.823071,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,25252
049-24841,2012-0,Y,ACTIVE,FRANCIS J & FRIEDA B DYLEWSKI 1,1,254,336,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MCKEAN,42.001361,-80.129105,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25253
049-24852,2012-0,Y,ACTIVE,SOPHIA R GOOD 1,1,680,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.045688,-79.891838,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25254
049-24859,2012-0,Y,ACTIVE,JOHN DAUER 2,2,1470,366,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,WATERFORD,41.998359,-80.005646,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25255
049-24860,2012-0,Y,ACTIVE,PAUL H & HAROLD L HENKEL 1,1,57,213,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.025755,-79.838608,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25256
049-24873,2012-0,Y,ACTIVE,RODGER E NIEMEYER 2,2,819,92,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.029789,-79.84343,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25257
049-24876,2012-0,N,ACTIVE,DALE F BILETNIKOFF 1,1,,,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.023554,-79.830062,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,25258
049-24898,2012-0,Y,ACTIVE,RONALD MEABON 9,9,102,182,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.02792,-79.819391,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25259
049-24922,2012-0,N,ACTIVE,OWEN JOHNSON 1,1,,,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,VENANGO,42.018891,-79.82408,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,25260
049-25030,2012-0,Y,ACTIVE,J RAUTINE 1,1,986,335,,,,,N,STEDMAN ENERGY INC,OGO-45095,ERIE,MCKEAN,41.991964,-80.046634,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25261
049-24978,2012-0,N,ACTIVE,GREEN 1,1,,,,,,,N,CEDAR VALLEY ENERGY INC,OGO-47650,ERIE,GIRARD,41.990127,-80.304311,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Abandoned well,,25273
049-24982,2012-0,N,ACTIVE,GRETTLER 4,4,,,,,,,N,CEDAR VALLEY ENERGY INC,OGO-47650,ERIE,GIRARD,41.989029,-80.307712,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,25274
049-24984,2012-0,N,ACTIVE,ERIE CO HISTORICAL SOCIETY 1,1,,,,,,,N,CEDAR VALLEY ENERGY INC,OGO-47650,ERIE,GIRARD,41.993968,-80.305783,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Plugged well,,25275
049-25226,2012-0,Y,ACTIVE,ENERGY 1,1,83,328,,,,,N,ARTELLO JOSEPH R,OGO-65745,ERIE,FAIRVIEW,42.070561,-80.236906,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,,25444
049-25366,2012-0,N,ACTIVE,RAHAL 2,2,,,,,,,N,LAKE ERIE ENERGY PART LLC,OGO-66505,ERIE,NORTH EAST,42.231678,-79.798494,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,25488
049-25369,2012-0,N,ACTIVE,MUSCARELLA 1,1,,,,,,,N,LAKE ERIE ENERGY PART LLC,OGO-66505,ERIE,NORTH EAST,42.239044,-79.813633,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,25489
049-25370,2012-0,N,ACTIVE,CHAFFIN 1,1,,,,,,,N,LAKE ERIE ENERGY PART LLC,OGO-66505,ERIE,NORTH EAST,42.242392,-79.809528,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,25490
049-25372,2012-0,N,ACTIVE,RAHAL 1,1,,,,,,,N,LAKE ERIE ENERGY PART LLC,OGO-66505,ERIE,NORTH EAST,42.226558,-79.795406,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,25491
049-25373,2012-0,N,ACTIVE,PIAZZA 1,1,,,,,,,N,LAKE ERIE ENERGY PART LLC,OGO-66505,ERIE,NORTH EAST,42.247761,-79.765775,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,25492
049-25374,2012-0,N,ACTIVE,MAAS 1,1,,,,,,,N,LAKE ERIE ENERGY PART LLC,OGO-66505,ERIE,NORTH EAST,42.244461,-79.794172,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,25493
049-25375,2012-0,N,ACTIVE,SMITH 1,1,,,,,,,N,LAKE ERIE ENERGY PART LLC,OGO-66505,ERIE,NORTH EAST,42.252175,-79.768656,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,25494
049-25378,2012-0,N,ACTIVE,WALLACE 1,1,,,,,,,N,LAKE ERIE ENERGY PART LLC,OGO-66505,ERIE,NORTH EAST,42.254311,-79.762869,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,25495
049-24187,2012-0,N,RINAC,R GILKINSON 2,2,,,,,,,N,LION ENERGY CO LLC,OGO-66775,ERIE,VENANGO,42.035667,-79.776778,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,,25498
049-20767,2012-0,Y,ACTIVE,EUGENE MITCHELL 2,2,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.933636,-79.952808,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25674
049-20768,2012-0,Y,ACTIVE,EUGENE MITCHELL 3,3,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.936518,-79.950971,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25675
049-21213,2012-0,Y,ACTIVE,RALPH SHOWMAN 1543,1543,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WASHINGTON,41.897188,-80.056855,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25676
049-21967,2012-0,Y,ACTIVE,VANVELD BURBRIDGE 1,1,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.920332,-80.013722,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25677
049-22071,2012-0,Y,ACTIVE,BEAVERS 1,1,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.940225,-79.940498,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25678
049-22128,2012-0,N,ACTIVE,FITTING 1,1,,,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.919644,-80.020336,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Sold this well,"well sold to L & 
B Energy, LLP",25679
049-22211,2012-0,N,ACTIVE,HULL 1,1,,,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,LE BOEUF,41.910361,-80.013353,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Sold this well,"Sold to L&B Energy, LLP",25680
049-22212,2012-0,Y,ACTIVE,LAPAGLIA 1,1,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.971051,-79.985671,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25681
049-22423,2012-0,Y,ACTIVE,MARTHA SMITH 1,1,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.945716,-79.965627,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25682
049-22522,2012-0,Y,ACTIVE,WILLIAM R GRAFIUS 1,1,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.941873,-79.930391,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25683
049-22654,2012-0,Y,ACTIVE,GERALD S BECK 1,1,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.934464,-80.060355,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25684
049-22961,2012-0,N,ACTIVE,CARROLL YOUNG CONS ACREAGE 1,1,,,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.965978,-79.960666,N,VERTI,N,Jan - Dec 2012 (Conventional wells),This is not our well,By Court Order this well belongs to another Company,25685
049-23087,2012-0,N,ACTIVE,WAYNE HULL 2,2,,,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.918134,-80.026582,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Sold this well,"Sold to L&B Energy, LLP",25686
049-23090,2012-0,Y,ACTIVE,RONALD L CHAPMAN 1,1,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,,,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25687
049-23166,2012-0,Y,ACTIVE,HIMROD 1,1,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.972283,-79.997072,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25688
049-23169,2012-0,Y,ACTIVE,RUSSELL W MCCLINTOCK 1,1,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.944892,-79.9337,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25689
049-23616,2012-0,N,ACTIVE,HOPKINS & BURNS 1,1,,,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,,,N,VERTI,N,Jan - Dec 2012 (Conventional wells),"Never Spud Well, Permit Expired or Cancelled",,25690
049-23853,2012-0,N,ACTIVE,DOUGLAS H & CANDACE L MCGAHEN 1,1,,,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WASHINGTON,41.894302,-80.078891,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Sold this well,Sold to Property owner,25691
049-23889,2012-0,Y,ACTIVE,ALOYSIUSS J RINDERLE 2,2,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.938299,-79.957956,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25692
049-24027,2012-0,N,ACTIVE,LEVANT A BRACE 1,1,,,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.948323,-79.964341,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,Will be producing within 30 days,25693
049-24158,2012-0,Y,ACTIVE,WEISER 1,1,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,GREENE,42.019851,-79.949912,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25694
049-24180,2012-0,Y,ACTIVE,HIMROD 2,2,100,365,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,WATERFORD,41.973382,-79.993395,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25695
049-24618,2012-0,N,ACTIVE,ROSS C KENT 1,1,,,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,VENANGO,41.999731,-79.834191,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Plugged well,,25696
049-24684,2012-0,N,ACTIVE,DERNAR 1,1,,,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,AMITY,41.992316,-79.82563,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Sold this well,,25697
049-24685,2012-0,N,ACTIVE,ROSE 1,1,,,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,AMITY,41.970966,-79.785789,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Plugged well,,25698
049-24799,2012-0,N,ACTIVE,GREGORY 1,1,,,,,,,N,MITCH WELL ENERGY INC,OGO-9667,ERIE,VENANGO,42.007862,-79.852809,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Sold this well,Sold to Venro Petroleum Corp,25699
051-20186,2012-0,Y,ACTIVE,M L SHENAL ET AL 1,1,634,178,,,,,N,ENERGY CORP OF AMER,OGO-33798,FAYETTE,PERRY,40.057528,-79.725583,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25864
051-20187,2012-0,Y,ACTIVE,M M REBIDAS 1,1,496,366,,,21,365,N,ENERGY CORP OF AMER,OGO-33798,FAYETTE,FRANKLIN,40.00175,-79.774778,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25865
051-20188,2012-0,Y,ACTIVE,LAWRENCE WARCHOL 1,1,2087,358,,,,,N,ENERGY CORP OF AMER,OGO-33798,FAYETTE,FRANKLIN,40.022056,-79.733083,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25866
051-20191,2012-0,N,ACTIVE,JOHN & KATHRYN E MCGILL 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,FAYETTE,FRANKLIN,,,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Well Temporarily Shut-In,2/28/03,25867
051-20210,2012-0,Y,ACTIVE,JAMES M GRIFFIN 1,1,4018,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,FAYETTE,PERRY,40.03125,-79.738083,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25868
051-20213,2012-0,Y,ACTIVE,STANLEY J NOVAK 1,1,2568,366,,,,,N,ENERGY CORP OF AMER,OGO-33798,FAYETTE,FRANKLIN,40.034553,-79.727722,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25869
051-00249,2012-0,Y,ACTIVE,BARBER 1,1,0.01,365,,,,,N,FORTRESS ENERGY CORP,OGO-34106,FAYETTE,LUZERNE,39.946139,-79.920111,N,VERTI,Y,Jan - Dec 2012 (Conventional wells),,Home Use Y,25876
051-20054,2012-0,Y,ACTIVE,(SARA GORLEY ML&HCO)A G MILLER EST 963,1,0.01,365,,,,,N,FORTRESS ENERGY CORP,OGO-34106,FAYETTE,LUZERNE,,,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,Home Use Y,25877
051-00238,2012-0,Y,ACTIVE,NAOMI 280-1,280-1,1927,365,,,,,N,WASHINGTON ENERGY CO LLC,OGO-36506,FAYETTE,WASHINGTON,40.107361,-79.841086,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25954
051-21064,2012-0,Y,ACTIVE,J SCHWAB 1,1,883,365,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,FAYETTE,CONNELLSVILLE,40.120905,-79.538291,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,25955
051-20020,2012-0,Y,ACTIVE,MINERVA MORRISON 1,1,4983,366,,,,,N,XTO ENERGY INC,OGO-38958,FAYETTE,STEWART,39.773574,-79.434559,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,26049
051-20022,2012-0,N,RINAC,MELVIN SPRUELL 4271 1,1,,,,,,,N,XTO ENERGY INC,OGO-38958,FAYETTE,STEWART,39.876062,-79.517922,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Regulatory Inactive Well,,26050
051-20051,2012-0,N,RINAC,JAY E LEONARD UNIT 628 1,1,,,,,,,N,XTO ENERGY INC,OGO-38958,FAYETTE,STEWART,39.888691,-79.551041,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Regulatory Inactive Well,,26051
051-20121,2012-0,N,RINAC,EVELYN M ABBEY 1,1,,,,,,,N,XTO ENERGY INC,OGO-38958,FAYETTE,STEWART,39.864484,-79.567599,N,VERTI,N,Jan - Dec 2012 (Conventional wells),Regulatory Inactive Well,,26052
051-20201,2012-0,Y,ACTIVE,MELVIN E LERCH ET UX 1,1,1694,333,,,,,N,XTO ENERGY INC,OGO-38958,FAYETTE,FRANKLIN,40.006056,-79.7095,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,26053
051-20202,2012-0,Y,ACTIVE,WILLIAM D MILLS ET UX 1,1,1390,366,,,,,N,XTO ENERGY INC,OGO-38958,FAYETTE,FRANKLIN,40.034553,-79.706944,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,26054
051-20204,2012-0,Y,ACTIVE,KENNETH MILLS ET UX 1,1,6797,366,,,,,N,XTO ENERGY INC,OGO-38958,FAYETTE,FRANKLIN,40.051075,-79.7075,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,26055
051-20219,2012-0,Y,ACTIVE,KENNETH MILLS ET UX 1,1,3135,366,,,,,N,XTO ENERGY INC,OGO-38958,FAYETTE,FRANKLIN,40.048611,-79.708972,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,26056
051-20257,2012-0,Y,ACTIVE,ROBERT W ZITNEY ET AL 1,1,996,333,,,,,N,XTO ENERGY INC,OGO-38958,FAYETTE,FRANKLIN,40.007083,-79.704972,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,26057
051-20285,2012-0,Y,ACTIVE,WILLIAM D MILLS ET UX 1,1,4201,366,,,,,N,XTO ENERGY INC,OGO-38958,FAYETTE,FRANKLIN,40.050828,-79.702861,N,VERTI,N,Jan - Dec 2012 (Conventional wells),,,26058
