unit,product,indic_nrg,geo,_2011,_2011_flag,_2010,_2010_flag,_2009,_2009_flag,_2008,_2008_flag,_2007,_2007_flag,_2006,_2006_flag,_2005,_2005_flag,_2004,_2004_flag,_2003,_2003_flag,_2002,_2002_flag,_2001,_2001_flag,_2000,_2000_flag,_1999,_1999_flag,_1998,_1998_flag,_1997,_1997_flag,_1996,_1996_flag,_1995,_1995_flag,_1994,_1994_flag,_1993,_1993_flag,_1992,_1992_flag,_1991,_1991_flag,_1990,_1990_flag,serialid
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Sweden,11,,10,,10,,9,,9,,6,,6,,5,,5,,4,,4,,5,,5,,5,,4,,4,,5,,4,,4,,4,,4,,3,,5076
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Slovenia,9,,8,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5077
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Slovakia,5,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5078
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,Turkey,441,,302,,300,,420,,420,,402,,385,,375,,350,,318,,287,,262,,236,,210,,179,,159,,143,,129,,88,,60,,41,,28,,5079
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption,United Kingdom,109,,87,,69,,56,,45,,36,,29,,25,,20,,16,,13,,11,,10,,9,,10,,10,,10,,10,,10,,10,,10,,10,,5080
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Austria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5081
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Belgium,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5082
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Bulgaria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5083
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Switzerland,,,1,,1,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5084
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Cyprus,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5085
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Czech Republic,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5086
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Germany (until 1990 former territory of the FRG),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5087
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Denmark,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5088
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",10,,8,,2,,1,,1,,2,,2,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5089
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Euro area (12 countries),10,,8,,2,,1,,1,,2,,2,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5090
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Euro area (13 countries),10,,8,,2,,1,,1,,2,,2,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5091
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Euro area (15 countries),10,,8,,2,,1,,1,,2,,2,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5092
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Euro area (16 countries),10,,8,,2,,1,,1,,2,,2,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5093
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Euro area (17 countries),10,,8,,2,,1,,1,,2,,2,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5094
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5095
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,"European Economic Area (EU-15 plus IS, LI, NO)",10,,8,,2,,1,,1,,2,,2,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5096
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Greece,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5097
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Spain,2,,2,,2,,1,,1,,2,,1,,1,,1,,0,,0,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5098
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,European Union (15 countries),10,,8,,2,,1,,1,,2,,2,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5099
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,European Union (25 countries),10,,8,,2,,1,,1,,2,,2,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5100
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,European Union (27 countries),10,,8,,2,,1,,1,,2,,2,,1,,1,,1,,1,,0,,0,,1,,1,,1,,1,,1,,0,,0,,0,,0,,5101
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Finland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5102
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,France,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5103
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Croatia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5104
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Hungary,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5105
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Ireland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5106
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5107
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Italy,7,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5108
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5109
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Luxembourg,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5110
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5111
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5112
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Malta,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5113
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Netherlands,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5114
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,New Member States (10 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5115
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5116
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Poland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5117
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Portugal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5118
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5119
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Sweden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5120
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Slovenia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5121
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Slovakia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5122
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,Turkey,0,,0,,0,,126,,126,,121,,121,,121,,119,,119,,118,,97,,76,,69,,58,,46,,38,,29,,20,,17,,13,,8,,5123
Thousand tonnes of oil equivalent (TOE),Solar energy,Final Energy Consumption - Industry,United Kingdom,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5124
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Austria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5125
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Belgium,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5126
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Switzerland,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5127
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Cyprus,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5128
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Czech Republic,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5129
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Germany (until 1990 former territory of the FRG),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5130
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Denmark,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5131
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5132
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Euro area (12 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5133
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Euro area (13 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5134
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Euro area (15 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5135
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Euro area (16 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5136
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Euro area (17 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5137
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5138
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,"European Economic Area (EU-15 plus IS, LI, NO)",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5139
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Greece,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5140
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Spain,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5141
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,European Union (15 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5142
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,European Union (25 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5143
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,European Union (27 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5144
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Finland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5145
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,France,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5146
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Croatia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5147
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Hungary,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5148
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Ireland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5149
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5150
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Italy,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5151
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Lithuania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5152
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Luxembourg,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5153
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Latvia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5154
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,"Former Yugoslav Republic of Macedonia, the",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5155
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Malta,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5156
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Netherlands,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5157
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,New Member States (10 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5158
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Norway,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5159
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Poland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5160
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Portugal,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5162
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Romania,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5163
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Sweden,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5164
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Slovenia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5165
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Slovakia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5166
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,Turkey,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5167
Thousand tonnes of oil equivalent (TOE),Solar energy,Iron and Steel,United Kingdom,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5168
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Austria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5169
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Belgium,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5170
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Bulgaria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5171
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Switzerland,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5172
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Cyprus,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5173
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Czech Republic,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5174
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Germany (until 1990 former territory of the FRG),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5175
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Denmark,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5176
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18)",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5177
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Euro area (12 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5178
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Euro area (13 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5179
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Euro area (15 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5180
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Euro area (16 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5181
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Euro area (17 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5182
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Estonia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5183
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,"European Economic Area (EU-15 plus IS, LI, NO)",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5184
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Greece,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5185
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Spain,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5186
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,European Union (15 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5187
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,European Union (25 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5188
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,European Union (27 countries),0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5189
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Finland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5190
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,France,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5191
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Croatia,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5192
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Hungary,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5193
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Ireland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5194
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Iceland,,,,,,,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5195
Thousand tonnes of oil equivalent (TOE),Solar energy,Non-Ferrous Metals,Italy,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5196
