year,statecode,description,unit,data,msn,serialid
2007,NC,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,207,SOHCB,1260893
2008,NC,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,321,SOHCB,1260894
2009,NC,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,420,SOHCB,1260895
2010,NC,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,941,SOHCB,1260896
2011,NC,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1231,SOHCB,1260897
2012,NC,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1657,SOHCB,1260898
1960,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260899
1961,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260900
1962,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260901
1963,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260902
1964,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260903
1965,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260904
1966,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260905
1967,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260906
1968,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260907
1969,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260908
1970,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260909
1971,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260910
1972,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260911
1973,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260912
1974,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260913
1975,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260914
1976,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260915
1977,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260916
1978,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260917
1979,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260918
1980,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260919
1981,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260920
1982,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260921
1983,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260922
1984,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260923
1985,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260924
1986,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260925
1987,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260926
1988,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260927
1989,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260928
1990,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260929
1991,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260930
1992,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260931
1993,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260932
1994,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260933
1995,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260934
1996,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1,SOHCB,1260935
1997,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1,SOHCB,1260936
1998,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1,SOHCB,1260937
1999,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1,SOHCB,1260938
2000,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1,SOHCB,1260939
2001,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1,SOHCB,1260940
2002,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1,SOHCB,1260941
2003,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1,SOHCB,1260942
2004,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1,SOHCB,1260943
2005,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,2,SOHCB,1260944
2006,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,3,SOHCB,1260945
2007,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,3,SOHCB,1260946
2008,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,4,SOHCB,1260947
2009,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,5,SOHCB,1260948
2010,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,6,SOHCB,1260949
2011,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,7,SOHCB,1260950
2012,ND,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,7,SOHCB,1260951
1960,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260952
1961,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260953
1962,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260954
1963,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260955
1964,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260956
1965,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260957
1966,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260958
1967,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260959
1968,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260960
1969,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260961
1970,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260962
1971,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260963
1972,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260964
1973,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260965
1974,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260966
1975,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260967
1976,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260968
1977,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260969
1978,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260970
1979,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260971
1980,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260972
1981,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260973
1982,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260974
1983,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260975
1984,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260976
1985,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260977
1986,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260978
1987,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260979
1988,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1260980
1989,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,9,SOHCB,1260981
1990,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,9,SOHCB,1260982
1991,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,9,SOHCB,1260983
1992,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,10,SOHCB,1260984
1993,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,10,SOHCB,1260985
1994,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,16,SOHCB,1260986
1995,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,16,SOHCB,1260987
1996,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,16,SOHCB,1260988
1997,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,15,SOHCB,1260989
1998,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,16,SOHCB,1260990
1999,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,15,SOHCB,1260991
2000,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,14,SOHCB,1260992
2001,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,14,SOHCB,1260993
2002,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,13,SOHCB,1260994
2003,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,13,SOHCB,1260995
2004,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,12,SOHCB,1260996
2005,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,17,SOHCB,1260997
2006,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,23,SOHCB,1260998
2007,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,28,SOHCB,1260999
2008,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,31,SOHCB,1261000
2009,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,33,SOHCB,1261001
2010,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,41,SOHCB,1261002
2011,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,50,SOHCB,1261003
2012,NE,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,53,SOHCB,1261004
1960,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261005
1961,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261006
1962,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261007
1963,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261008
1964,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261009
1965,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261010
1966,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261011
1967,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261012
1968,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261013
1969,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261014
1970,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261015
1971,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261016
1972,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261017
1973,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261018
1974,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261019
1975,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261020
1976,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261021
1977,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261022
1978,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261023
1979,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261024
1980,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261025
1981,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261026
1982,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261027
1983,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261028
1984,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261029
1985,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261030
1986,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261031
1987,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261032
1988,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261033
1989,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,27,SOHCB,1261034
1990,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,28,SOHCB,1261035
1991,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,28,SOHCB,1261036
1992,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,28,SOHCB,1261037
1993,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,29,SOHCB,1261038
1994,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,30,SOHCB,1261039
1995,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,41,SOHCB,1261040
1996,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,41,SOHCB,1261041
1997,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,39,SOHCB,1261042
1998,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,39,SOHCB,1261043
1999,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,38,SOHCB,1261044
2000,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,35,SOHCB,1261045
2001,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,33,SOHCB,1261046
2002,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,30,SOHCB,1261047
2003,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,28,SOHCB,1261048
2004,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,40,SOHCB,1261049
2005,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,47,SOHCB,1261050
2006,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,56,SOHCB,1261051
2007,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,65,SOHCB,1261052
2008,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,78,SOHCB,1261053
2009,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,93,SOHCB,1261054
2010,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,128,SOHCB,1261055
2011,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,168,SOHCB,1261056
2012,NH,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,215,SOHCB,1261057
1960,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261058
1961,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261059
1962,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261060
1963,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261061
1964,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261062
1965,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261063
1966,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261064
1967,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261065
1968,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261066
1969,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261067
1970,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261068
1971,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261069
1972,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261070
1973,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261071
1974,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261072
1975,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261073
1976,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261074
1977,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261075
1978,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261076
1979,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261077
1980,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261078
1981,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261079
1982,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261080
1983,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261081
1984,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261082
1985,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261083
1986,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261084
1987,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261085
1988,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261086
1989,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,351,SOHCB,1261087
1990,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,371,SOHCB,1261088
1991,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,388,SOHCB,1261089
1992,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,409,SOHCB,1261090
1993,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,427,SOHCB,1261091
1994,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,477,SOHCB,1261092
1995,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,495,SOHCB,1261093
1996,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,523,SOHCB,1261094
1997,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,527,SOHCB,1261095
1998,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,565,SOHCB,1261096
1999,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,574,SOHCB,1261097
2000,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,555,SOHCB,1261098
2001,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,564,SOHCB,1261099
2002,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,856,SOHCB,1261100
2003,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1117,SOHCB,1261101
2004,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1327,SOHCB,1261102
2005,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1607,SOHCB,1261103
2006,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,1956,SOHCB,1261104
2007,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,2404,SOHCB,1261105
2008,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,2904,SOHCB,1261106
2009,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,3659,SOHCB,1261107
2010,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,6014,SOHCB,1261108
2011,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,10850,SOHCB,1261109
2012,NJ,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,16968,SOHCB,1261110
1960,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261111
1961,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261112
1962,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261113
1963,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261114
1964,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261115
1965,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261116
1966,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261117
1967,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261118
1968,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261119
1969,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261120
1970,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261121
1971,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261122
1972,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261123
1973,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261124
1974,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261125
1975,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261126
1976,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261127
1977,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261128
1978,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261129
1979,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261130
1980,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261131
1981,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261132
1982,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261133
1983,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261134
1984,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261135
1985,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261136
1986,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261137
1987,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261138
1988,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261139
1989,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,563,SOHCB,1261140
1990,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,583,SOHCB,1261141
1991,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,592,SOHCB,1261142
1992,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,596,SOHCB,1261143
1993,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,597,SOHCB,1261144
1994,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,604,SOHCB,1261145
1995,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,601,SOHCB,1261146
1996,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,593,SOHCB,1261147
1997,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,561,SOHCB,1261148
1998,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,540,SOHCB,1261149
1999,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,510,SOHCB,1261150
2000,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,454,SOHCB,1261151
2001,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,398,SOHCB,1261152
2002,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,355,SOHCB,1261153
2003,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,316,SOHCB,1261154
2004,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,270,SOHCB,1261155
2005,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,203,SOHCB,1261156
2006,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,203,SOHCB,1261157
2007,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,201,SOHCB,1261158
2008,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,233,SOHCB,1261159
2009,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,266,SOHCB,1261160
2010,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,473,SOHCB,1261161
2011,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,754,SOHCB,1261162
2012,NM,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,966,SOHCB,1261163
1960,NV,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261164
1961,NV,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261165
1962,NV,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261166
1963,NV,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261167
1964,NV,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261168
1965,NV,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261169
1966,NV,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261170
1967,NV,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261171
1968,NV,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261172
1969,NV,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261173
1970,NV,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261174
1971,NV,Solar thermal energy consumed by the residential and commercial sectors.,Billion Btu,0,SOHCB,1261175
