well_permit_number,period_id,production_indicator,well_status,farm_name,well_number,gas_quantity,gas_production_days,condensate_quanitity,condensate_production_days,oil_quantity,oil_production_days,averaged,operator_name,ogo_number,well_county,well_municipality,well_latitude,well_longitude,unconventional,well_configuration_code,home_use,reporting_period,comment_reason,comment_text,serialid
063-32159,2011-0,Y,ACTIVE,MCDANNELL 1,1,6402.73,362,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.679184,-78.866778,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45830
063-32341,2011-0,Y,ACTIVE,STIFFLER 3,3,2920.2,364,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.694432,-78.866172,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45831
063-32408,2011-0,Y,ACTIVE,STIFFLER 6,6,3158.02,358,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.695987,-78.85606,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45832
063-32467,2011-0,Y,ACTIVE,REPINE 3,3,4118.87,357,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.676838,-78.863386,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45833
063-32469,2011-0,N,ACTIVE,HARBRIGE 1,1,,,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,MONTGOMERY,40.755904,-78.89787,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,45834
063-32472,2011-0,N,ACTIVE,HARBRIGE 2,2,,,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,MONTGOMERY,40.754929,-78.901848,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,45835
063-32628,2011-0,N,ACTIVE,MCCONAUGHEY 4,4,,,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,NORTH MAHONING,40.869106,-79.079881,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,45836
063-33885,2011-0,Y,ACTIVE,KIRTLEY 1,1,4143.07,357,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.683913,-78.844516,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45837
063-33894,2011-0,Y,ACTIVE,ABRAHAM 12,12,3252.86,352,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,CHERRYHILL,40.649533,-79.018308,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45838
063-33895,2011-0,Y,ACTIVE,ABRAHAM 13,13,1099.2,364,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,CHERRYHILL,40.648316,-79.014996,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45839
063-33897,2011-0,Y,ACTIVE,ABRAHAM 11,11,220.94,161,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,CHERRYHILL,40.655388,-79.02283,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45840
063-34113,2011-0,N,ACTIVE,PROTHERO 1,1,,,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,RAYNE,40.734921,-79.102549,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Transferred this well,NEW OWNER WILL BE REPORTING ALL PRODUCTION AND WASTE,45841
063-34160,2011-0,Y,ACTIVE,PA MINES 53,53,4198.84,360,,,34.53,360,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.684901,-78.838332,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45842
063-34168,2011-0,Y,ACTIVE,PAVELKO 1,1,2930.27,360,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.685729,-78.841788,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45843
063-34169,2011-0,Y,ACTIVE,FORCE 1,1,3096,134,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,RAYNE,40.736477,-79.106227,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45844
063-34562,2011-0,Y,ACTIVE,PA MINES 54,54,2893.44,330,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.688924,-78.832801,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45845
063-34564,2011-0,Y,ACTIVE,PA MINES 57,57,3649.96,339,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.688499,-78.825848,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45846
063-34565,2011-0,Y,ACTIVE,PA MINES 59,59,6897.07,347,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.691329,-78.826193,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45847
063-34566,2011-0,Y,ACTIVE,PA MINES 60,60,2391.77,304,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.690162,-78.822776,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45848
063-34567,2011-0,Y,ACTIVE,PA MINES 61,61,9107.26,348,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.692826,-78.821773,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45849
063-34588,2011-0,Y,ACTIVE,PA MINES 55,55,3611.99,350,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.686676,-78.830629,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45850
063-34589,2011-0,Y,ACTIVE,PA MINES 58,58,1624.92,343,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.685593,-78.826623,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45851
063-34667,2011-0,N,ACTIVE,PROTHERO 2,2,,,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,RAYNE,40.734565,-79.098818,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Transferred this well,NEW OWNER WILL BE REPORTING ALL PRODUCTION AND WASTE,45852
063-34668,2011-0,N,ACTIVE,PROTHERO 3,3,,,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,RAYNE,40.731618,-79.099074,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Transferred this well,NEW OWNER WILL BE REPORTING ALL PRODUCTION AND WASTE,45853
063-35258,2011-0,Y,ACTIVE,PA MINES 56,56,2238.51,276,,,,,N,VICTORY ENERGY CORP,OGO-35906,INDIANA,GREEN,40.690082,-78.829487,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45854
063-25962,2011-0,Y,RINAC,CHRIS A FORSHA (PAUL MCCONNELL) 1,1,1825,150,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,BLACK LICK,40.480801,-79.233955,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45951
063-26002,2011-0,Y,ACTIVE,(PAUL MCCONNELL) CHRIS A FORSHA 2,2,1825,150,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,BLACK LICK,40.482037,-79.228922,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45952
063-32440,2011-0,Y,ACTIVE,R W BURKETT 3,3,5239,365,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,SOUTH MAHONING,40.817792,-79.118513,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45953
063-32454,2011-0,Y,ACTIVE,W M HAZLETT 6,6,5379,150,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,NORTH MAHONING,40.84682,-79.098457,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45954
063-32504,2011-0,Y,ACTIVE,W A GALLAGHER 2,2,2994,365,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,YOUNG,40.54699,-79.358716,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45955
063-32644,2011-0,Y,ACTIVE,W A GALLAGHER 3,3,3940,365,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,YOUNG,40.549324,-79.360855,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45956
063-32645,2011-0,Y,ACTIVE,D L KERZAN 1,1,980,180,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,WHITE,40.590184,-79.155071,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45957
063-32666,2011-0,Y,ACTIVE,T W WIGGINS 1,1,2009,365,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,ARMSTRONG,40.615156,-79.277574,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45958
063-32706,2011-0,Y,ACTIVE,W A GALLAGHER 4,4,3561,365,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,YOUNG,40.552407,-79.363355,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45959
063-32925,2011-0,Y,ACTIVE,R E PENROSE 1,1,5092,365,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,YOUNG,40.585906,-79.329354,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45960
063-32964,2011-0,Y,ACTIVE,R M SNYDER 4,4,4149,365,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,ARMSTRONG,40.663739,-79.298769,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45961
063-34575,2011-0,N,ACTIVE,SEMONE 1,1,,,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,ARMSTRONG,40.627239,-79.230295,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,45962
063-34901,2011-0,Y,ACTIVE,E HOREL 1,1,1505,120,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,ARMSTRONG,40.658428,-79.291158,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45963
063-35732,2011-0,Y,ACTIVE,J THOMPSON 1,1,5077,365,,,,,N,NATURAL ENERGY DEV CORP,OGO-36590,INDIANA,BURRELL,40.452033,-79.259333,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,45964
063-20898,2011-0,Y,ACTIVE,IRVIN HEITZENRATER 1,1,1628,365,,,,,N,BMW ENERGY INC,OGO-37564,INDIANA,NORTH MAHONING,40.886899,-79.059843,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,47437
063-23975,2011-0,Y,ACTIVE,MARION KEITH KE1,KE1,982,365,,,,,N,BMW ENERGY INC,OGO-37564,INDIANA,RAYNE,40.752431,-79.089745,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,47438
063-24144,2011-0,Y,ACTIVE,MARION KEITH KE2,KE2,564,365,,,,,N,BMW ENERGY INC,OGO-37564,INDIANA,RAYNE,40.756412,-79.086316,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,47439
063-33134,2011-0,Y,ACTIVE,BURNS 1,1,593,365,,,,,N,BMW ENERGY INC,OGO-37564,INDIANA,EAST MAHONING,40.783626,-79.073345,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,47440
063-33374,2011-0,Y,ACTIVE,BRANDI 1,1,3179,365,,,,,N,BMW ENERGY INC,OGO-37564,INDIANA,SOUTH MAHONING,40.827637,-79.112718,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,47441
063-33395,2011-0,Y,ACTIVE,MARION H & RUBY G KEITH 2,2,982,365,,,,,N,BMW ENERGY INC,OGO-37564,INDIANA,RAYNE,40.74911,-79.085162,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,47442
063-33779,2011-0,Y,ACTIVE,KEITH 3,3,4183,365,,,,,N,BMW ENERGY INC,OGO-37564,INDIANA,RAYNE,40.746768,-79.080765,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,47443
063-33976,2011-0,Y,ACTIVE,WENSEL 1,1,1857,365,,,,,N,BMW ENERGY INC,OGO-37564,INDIANA,WASHINGTON,40.706388,-79.266129,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,47444
063-34068,2011-0,Y,ACTIVE,KEITH 5,5,2551,365,,,,,N,BMW ENERGY INC,OGO-37564,INDIANA,RAYNE,40.75324,-79.087545,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,47445
063-34701,2011-0,Y,ACTIVE,DECKER 1,1,1987,365,,,,,N,BMW ENERGY INC,OGO-37564,INDIANA,GRANT,40.765362,-78.972572,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,47446
063-35106,2011-0,Y,ACTIVE,MILLS 1,1,1711,365,,,,,N,BMW ENERGY INC,OGO-37564,INDIANA,RAYNE,40.716035,-79.100732,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,47447
063-36325,2011-0,Y,ACTIVE,KEITH 6,6,3068,365,,,,,N,BMW ENERGY INC,OGO-37564,INDIANA,RAYNE,40.747944,-79.077806,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,47448
063-25619,2011-0,Y,ACTIVE,VINCENT B HORNER ET AL 1,1,84,215,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,GRANT,40.739032,-78.9054,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48028
063-36066,2011-0,N,ACTIVE,BRADLEY H BAKER ET UX 1-247,1-247,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,GREEN,40.734307,-78.923985,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,48029
063-36067,2011-0,N,ACTIVE,BRADLEY H BAKER 2-247,2-247,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,GREEN,40.734812,-78.920365,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,48030
063-36068,2011-0,N,ACTIVE,BRADLEY H BAKER ET UX 3-247,3-247,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,GREEN,40.732057,-78.921796,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,48031
063-36069,2011-0,N,ACTIVE,BRADLEY H BAKER ET UC 4-247,4-247,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,GREEN,40.729629,-78.923729,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,48032
063-36119,2011-0,N,ACTIVE,BLAINE MCADOO 1-20,1-20,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,GRANT,40.765529,-78.951447,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,48033
063-36120,2011-0,N,ACTIVE,BLAINE MCADOO ETUX 2-75,2-75,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,GRANT,40.786803,-78.911145,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,48034
063-36159,2011-0,N,ACTIVE,RAYMOND C MCADOO 4-71,4-71,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,GRANT,40.763043,-78.955486,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,48035
063-36163,2011-0,N,ACTIVE,JEFFERY A MUSSER ETUX 1-62,1-62,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,RAYNE,40.696005,-79.11271,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,48036
063-36187,2011-0,N,ACTIVE,NATHAN A & JAMES A BAKER 1-62,1-62,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,GREEN,40.721551,-78.936582,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,48037
063-36193,2011-0,N,ACTIVE,GARY L GRAY 1-54,1-54,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,GREEN,40.740812,-78.956222,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,48038
063-36996,2011-0,Y,ACTIVE,WADE E HELMAN ETUX 1-39,1-39,230,70,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,GRANT,40.754125,-78.961806,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48039
063-37143,2011-0,N,ACTIVE,EDWARD C BAKER ETUX 2M,2M,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,MONTGOMERY,40.747389,-78.902047,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Permit valid, well not spud",,48040
063-37144,2011-0,N,ACTIVE,BRADLEY H BAKER ETUX 2M,2M,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,GREEN,40.731186,-78.920058,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Permit valid, well not spud",,48041
063-37154,2011-0,N,ACTIVE,EDWARD C BAKER ETAL 1M,1M,,,,,,,N,MDS ENERGY LTD,OGO-38602,INDIANA,MONTGOMERY,40.738628,-78.897792,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)","Never Spud Well, Permit Expired or Cancelled",,48042
063-20285,2011-0,Y,ACTIVE,MURRAY N RAMER 1,1,1222,365,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.678053,-79.290804,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48071
063-20349,2011-0,Y,ACTIVE,MURRAY N RAMER 2,2,1523,365,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.677745,-79.296005,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48072
063-20388,2011-0,Y,ACTIVE,ARTHUR R FLEMING 1,1,1257,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.675016,-79.281074,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48073
063-20405,2011-0,Y,ACTIVE,IRVIN J WOOD 1,1,2037,365,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.678019,-79.301467,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48074
063-20450,2011-0,Y,ACTIVE,ARTHUR R FLEMING 2,2,2194,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.672524,-79.287412,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48075
063-20458,2011-0,Y,ACTIVE,ALBERT D AULT 1,1,468,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.681679,-79.284893,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48076
063-20474,2011-0,Y,ACTIVE,NILE E FULMER 1,1,2475,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.670403,-79.299339,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48077
063-20495,2011-0,Y,ACTIVE,IRVIN J WOOD 2,2,594,365,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.681656,-79.302765,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48078
063-20502,2011-0,Y,ACTIVE,FARMERS BANK & TRUST CO 1,1,1767,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.678606,-79.277429,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48079
063-20531,2011-0,Y,ACTIVE,NILE E FULMER 2,2,364,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.667452,-79.303664,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48080
063-20533,2011-0,Y,ACTIVE,H M & J F KIMMEL 1,1,852,356,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.684327,-79.283813,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48081
063-20538,2011-0,Y,ACTIVE,MARY M MILLER 1,1,500,360,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.685561,-79.28796,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48082
063-20575,2011-0,Y,ACTIVE,ARTHUR R FLEMING 3,3,1032,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.671833,-79.279667,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48083
063-20577,2011-0,Y,ACTIVE,NILE E FULMER 3,3,792,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.664665,-79.302402,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48084
063-20665,2011-0,Y,ACTIVE,WARD C JOHNSON 1,1,2716,324,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.685977,-79.273267,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48085
063-20701,2011-0,Y,ACTIVE,WARD C JOHNSON 2,2,1106,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.688627,-79.269185,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48086
063-20737,2011-0,Y,ACTIVE,W THOMAS MALCOLM TR 1,1,1803,357,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,WASHINGTON,40.691331,-79.264885,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48087
063-20883,2011-0,Y,ACTIVE,GEORGE W FATORA 1,1,877,351,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,BURRELL,40.4425,-79.294588,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48088
063-20895,2011-0,Y,ACTIVE,GEORGE W EATORA 2,2,1625,351,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,BURRELL,40.444133,-79.297337,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48089
063-21093,2011-0,Y,ACTIVE,ANDREW D & HAZEL M SUHOZA (MURRAY N RAMER),3,3149,365,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.679249,-79.287596,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48090
063-21109,2011-0,Y,ACTIVE,GEORGE W FATORA 3,3,4103,351,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,BURRELL,40.440785,-79.296618,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48091
063-21159,2011-0,Y,ACTIVE,EDNA FRAILEY AGT 1,1,1157,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,ARMSTRONG,40.68913,-79.285077,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48092
063-21491,2011-0,Y,ACTIVE,VERNARD H ORR 1,1,6503,362,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,WASHINGTON,40.728744,-79.213303,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48093
063-21561,2011-0,Y,ACTIVE,BLYSTONE & ORR 1,1,2903,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,WASHINGTON,40.74027,-79.22828,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48094
063-21624,2011-0,Y,ACTIVE,GRACE M WILSON ET AL 3,3,3119,365,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,WHITE,40.611291,-79.185673,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48095
063-21797,2011-0,Y,ACTIVE,CLARENCE C JR AND ELEANOR G ADAMSON 1,1,2787,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,WASHINGTON,40.769997,-79.180845,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48096
063-21826,2011-0,Y,ACTIVE,GRACE M WILSON ET AL 5,5,3350,365,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,WHITE,40.604704,-79.185491,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48097
063-21838,2011-0,Y,ACTIVE,GRACE M WILSON ET AL 6,6,937,365,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,WHITE,40.604155,-79.179909,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48098
063-21938,2011-0,Y,ACTIVE,BUFFALO & SUSQUEHANNA COAL & COKE CO 3,3,1930,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,WASHINGTON,40.7678,-79.192036,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48099
063-22155,2011-0,Y,ACTIVE,EST J G JACK ET AL FMLY A E JACK 3,3,2754,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,WASHINGTON,40.764917,-79.193118,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48100
063-22160,2011-0,Y,ACTIVE,C G JR AND E G ADAMSON 2,2,2047,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,WASHINGTON,40.76739,-79.178858,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48101
063-22205,2011-0,Y,ACTIVE,V & M SALERNO FMLY M SCOTT DEAL 2,2,579,352,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,SOUTH MAHONING,40.768896,-79.155242,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48102
063-22236,2011-0,Y,ACTIVE,G A SR & L I ANDRIE FMLY B R THOMPSO 3,3,65,365,,,,,N,TW PHILLIPS ENERGY CORP,OGO-38674,INDIANA,RAYNE,40.740271,-79.083609,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",,,48103
