well_permit_number,period_id,production_indicator,well_status,farm_name,well_number,gas_quantity,gas_production_days,condensate_quanitity,condensate_production_days,oil_quantity,oil_production_days,averaged,operator_name,ogo_number,well_county,well_municipality,well_latitude,well_longitude,unconventional,well_configuration_code,home_use,reporting_period,comment_reason,comment_text,serialid
049-21079,2011-0,N,ACTIVE,BEATRICE L TARBELL 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WASHINGTON,41.85758,-80.137796,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29281
049-21130,2011-0,N,ACTIVE,JOHN & MARY SALCHAK 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WASHINGTON,41.88333,-80.056852,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29282
049-21300,2011-0,N,ACTIVE,CARL & ESTHER BURGER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.865811,-79.98012,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29283
049-21305,2011-0,N,ACTIVE,LEON & HELEN BANTA 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.90528,-80.030838,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29284
049-21311,2011-0,N,ACTIVE,DVID G RUPP 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WASHINGTON,41.9072,-80.035027,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29285
049-21312,2011-0,N,ACTIVE,NORMAN PORTER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.872601,-79.990329,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29286
049-21333,2011-0,N,ACTIVE,WILLIAM J & JOAN E WURST 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.946951,-80.00362,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29287
049-21382,2011-0,N,ACTIVE,THEODORE C ETHRIDGE 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.872949,-79.95901,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",This is not our well,,29288
049-21385,2011-0,N,ACTIVE,ROSE & ROBERT ZIMMER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WASHINGTON,41.875921,-80.09145,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29289
049-21386,2011-0,N,ACTIVE,THOMAS T COFFIN 11,11,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.9002,-79.99914,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29290
049-21531,2011-0,N,ACTIVE,J ERNEST SCOTT A2,A2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.944206,-79.924878,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,,29291
049-21535,2011-0,N,ACTIVE,DELOS S PORT 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.889917,-79.964152,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29292
049-21589,2011-0,N,ACTIVE,PETER & GERTRUDE SIMON 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.96021,-79.991182,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29293
049-21596,2011-0,N,ACTIVE,JOSEPH G & CLARA B RISJAN 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.972423,-79.945475,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29294
049-21624,2011-0,N,ACTIVE,LESLIE & MARTHA ROBERTSON 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.971192,-79.964711,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29295
049-21685,2011-0,N,ACTIVE,CALVIN I NIEMEYER 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.940639,-79.968053,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29296
049-21700,2011-0,N,ACTIVE,ROSCOE L & MARILYN MITCHELL 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.913105,-80.014272,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29297
049-21703,2011-0,N,ACTIVE,EL DICOLA 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.910498,-80.006373,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29298
049-21705,2011-0,N,ACTIVE,DOUGLAS L & LINDA WEBSTER & G MORASK 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.919919,-80.016846,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29299
049-21831,2011-0,N,ACTIVE,DONALD J & PATRICIA KOWALCZYK 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.927466,-80.01648,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29300
049-21832,2011-0,N,ACTIVE,GEORGE KUEBEL 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.904735,-79.969664,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29301
049-21834,2011-0,N,ACTIVE,VICTOR & ROSE MALINOWSKI 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.926779,-80.02236,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29302
049-21837,2011-0,N,ACTIVE,EDWARD & LUCY BIELAK 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.879346,-79.953879,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29303
049-21854,2011-0,N,ACTIVE,LOUIS & RALPH BIZZARRO 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.958561,-79.999637,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29304
049-21855,2011-0,N,ACTIVE,CLEARENCE W & LUELLA NITSCHKE 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.876879,-79.90101,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29305
049-21904,2011-0,N,ACTIVE,RAYMOND BABBIT 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WASHINGTON,41.904186,-80.058877,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29306
049-21911,2011-0,N,ACTIVE,ARTHUR A ROSE 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.88237,-79.959194,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29307
049-21926,2011-0,N,ACTIVE,RICHARD P HARRINGTON 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.917449,-80.020703,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29308
049-21928,2011-0,N,ACTIVE,HOWARD & DORRIS PROCTOR 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.954356,-80.032479,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29309
049-21929,2011-0,N,ACTIVE,HENRY & ETHEL WILLIAMS 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.871026,-79.974614,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29310
049-21937,2011-0,N,ACTIVE,ARCHILLES C PULAKOS 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.901494,-79.987846,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29311
049-21945,2011-0,N,ACTIVE,LOUIE H & MARY KUHNS 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.98422,-79.997631,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29312
049-21955,2011-0,N,ACTIVE,ELWOOD E & RUTH NIEMEYER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.91159,-79.996484,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29313
049-21966,2011-0,N,ACTIVE,JAMES & JOAN RHEA 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.895405,-80.006096,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,,29314
049-21978,2011-0,N,ACTIVE,PETERS KOHMANSKI 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,MILL VILLAGE,41.880311,-79.975902,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29315
049-22025,2011-0,N,ACTIVE,SAM & SHIRLEY FAULHABER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.971185,-79.95669,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29316
049-22026,2011-0,N,ACTIVE,RICHARD GABER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.96172,-79.948779,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29317
049-22027,2011-0,N,ACTIVE,LEO A PFADT 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.95504,-79.997429,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29318
049-22030,2011-0,N,ACTIVE,SHIRLEY MCLAUGHLIN 4,4,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,MILL VILLAGE,41.883229,-79.964731,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29319
049-22031,2011-0,N,ACTIVE,HERBERT MERCIER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.971736,-79.950807,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29320
049-22032,2011-0,N,ACTIVE,FRANK PAGE 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.948597,-79.958276,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29321
049-22084,2011-0,N,ACTIVE,MARY & WILLIE STAFFORD 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.949007,-80.066609,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29322
049-22112,2011-0,N,ACTIVE,ALBERT O CONNELL 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.895954,-79.917342,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29323
049-22135,2011-0,N,ACTIVE,CHARLES H KIBBE 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.974484,-79.971993,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29324
049-22170,2011-0,N,ACTIVE,HERMAN ZIELINSKI ET UX 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.956554,-79.979856,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29325
049-22208,2011-0,N,ACTIVE,JOSEPH & ROBERTA KUZMA 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.902947,-79.950219,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29326
049-22280,2011-0,N,ACTIVE,FRANK P DOROTHY A WAGNER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,GREENE,42.036523,-79.944031,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29327
049-22319,2011-0,N,ACTIVE,IRENE & THADDEUS KONDZIELSKI 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.924449,-80.005456,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29328
049-22340,2011-0,N,ACTIVE,MIKE KASCHAK 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,GREENE,42.019225,-79.95938,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29329
049-22370,2011-0,N,ACTIVE,LAWRENCE & CECELIA YAPLE 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,GREENE,42.01159,-79.954323,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29330
049-22395,2011-0,N,ACTIVE,GEORGE C DALEY 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.883136,-79.942056,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29331
049-22396,2011-0,N,ACTIVE,MICHAEL POPOVICH 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.877617,-79.912099,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29332
049-22410,2011-0,N,ACTIVE,SILAS W COON 3,3,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.904865,-79.999602,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29333
049-22456,2011-0,N,ACTIVE,ROBERT E & LOIS J CLARKSON 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.931854,-80.028499,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29334
049-22475,2011-0,N,ACTIVE,RAY J & RUTH H SALMON B3,B3,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.91929,-80.000458,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29335
049-22476,2011-0,N,ACTIVE,RAY J & RUTH H SALMON B4,B4,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.918241,-79.993585,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29336
049-22477,2011-0,N,ACTIVE,RAY J & RUTH H SALMON B5,B5,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.915328,-80.000715,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29337
049-22484,2011-0,N,ACTIVE,HENRY H & RUTH V LOPER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.93419,-80.012476,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29338
049-22485,2011-0,N,ACTIVE,HENRY H & RUTH V LOPER 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.937922,-80.015013,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29339
049-22523,2011-0,N,ACTIVE,SAMUEL & BERERLY HAZEN 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.977362,-79.989352,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29340
049-22550,2011-0,N,ACTIVE,KURTZ FICHTHORN 3,3,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.906928,-80.026945,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29341
049-22574,2011-0,N,ACTIVE,ANDREW & MARY A KULA 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.952022,-80.03597,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29343
049-22613,2011-0,N,ACTIVE,CLIFFORD TROYER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,GREENE,42.004982,-79.974538,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29344
049-22615,2011-0,N,ACTIVE,CALVIN I NIEMEYER 4,4,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.935658,-79.969798,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29345
049-22617,2011-0,N,ACTIVE,JOSEPH G & CLARA B RISJAN 3,3,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.976815,-79.939409,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29346
049-22618,2011-0,N,ACTIVE,HERMAN ZIELINSKI 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.960159,-79.976843,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29347
049-22623,2011-0,N,ACTIVE,EDWARD F & PATRICIA STYBORSKI 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,UNION,41.897758,-79.789054,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29348
049-22636,2011-0,N,ACTIVE,GEORGE A & MILDRED RIEDER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.947082,-79.954102,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29349
049-22658,2011-0,N,ACTIVE,ROBERT C & IMOGENE HARRISON 3,3,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.915847,-80.024928,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29350
049-22659,2011-0,N,ACTIVE,ALBERT & FRANCES OCONNELL 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.970368,-79.928742,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29351
049-22663,2011-0,N,ACTIVE,JOHN & MILDRED GOCAL 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.854697,-79.938631,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29352
049-22680,2011-0,N,ACTIVE,LOMA FULLER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.959386,-79.95319,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29353
049-22681,2011-0,N,ACTIVE,GEORGE & LOIS LENART 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.963507,-79.934808,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29354
049-22682,2011-0,N,ACTIVE,PAUL & RUBY BENSON 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.966252,-79.968387,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29355
049-22685,2011-0,N,ACTIVE,THOMAS W & CONSTANCE ARNEMAN 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.965699,-80.033036,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29356
049-22686,2011-0,N,ACTIVE,VICTOR & ROSE MALINOWSKI 3,3,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.930072,-80.025484,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29357
049-22688,2011-0,N,ACTIVE,CYNTHIA REEMSNYDER 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.949414,-79.99908,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29358
049-22691,2011-0,N,ACTIVE,HERBERT MERCIER 2,2,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.970914,-79.946209,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29359
049-22700,2011-0,N,ACTIVE,DOROTHY J BARTON 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.888676,-79.99445,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29360
049-22701,2011-0,N,ACTIVE,ADAM & KATHERINE OSTRYNIEC 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.923075,-80.02144,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29361
049-22839,2011-0,N,ACTIVE,MILDRED HANAS 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.884977,-80.013715,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29362
049-22880,2011-0,N,ACTIVE,GEORGE & GORDON PETERS 1,1,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,LE BOEUF,41.85813,-79.959377,N,VERTI,Y,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29363
049-22908,2011-0,N,ACTIVE,PAUL SKELTON 3,3,,,,,,,N,ENERGY CORP OF AMER,OGO-33798,ERIE,WATERFORD,41.945441,-79.972427,N,VERTI,N,"Jan - Dec 2011 (Annual O&G, without Marcellus)",Sold this well,Sold to Medina effective 3/1/11.  Medina to report all 2011 production.,29364
