utility_id,utility_name,ult_street_address,ult_city,utl_state,utl_zip5,plant_code,plant_name,street_address,city,county,state,zip5,name_of_water_source,nerc,primary_purpose,ownertransdist,ownertransid,ownerstate,regulatory_status,sector_name,gridvoltage,sector,ferc_cogen,ferc_cogen_docket,ferc_small_power,ferc_small_power_docket,ferc_exempt_wholesale,ferc_exempt_wholesale_docket,iso_rto,iso_rto_code,latitude,longitude,serialid
56965,"Auburn Energy, LLC",,Liverpool,NY,13088,57636,Auburn LFG Energy Facility,43 Allen Street,Auburn,Cayuga,NY,13021,,NPCC,22,New York State Elec & Gas Corp,13511,NY,NR,IPP Non-CHP,12.5,2,N,,Y,"QF,09,445,000",N,,Y,NYISO,42.944167,-76.5853,6461
57106,"Peak Power 1, LLC",,New York,NY,10119,57789,Peak Power 1 Cogen,One Penn Plaza,New York,New York,NY,10119,,NPCC,53,Consolidated Edison Co-NY Inc,4226,NY,NR,Commercial Non-CHP,480,4,N,,N,,N,,Y,NYISO,40.751111,-73.991667,6607
57120,OBP Cogen LLC,,New York,NY,10036,57798,OBP Cogen,One Bryant Park,New York,New York,NY,10036,,RFC,53,Consolidated Edison Co-NY Inc,4226,NY,NR,Commercial CHP,13.8,5,N,,N,,N,,Y,NYISO,40.754865,-73.983248,6621
57193,K Road Moapa Solar LLC,,New York,NY,10017,57859,K Road Moapa Solar,1 Lincoln Street,Moapa,Clark,NV,89025,,WECC,22,Nevada Power Co,13407,NV,NR,IPP Non-CHP,230,2,N,,N,,N,,N,,36.52995,-114.770308,6683
57204,Howard Wind LLC,,Hornell,NY,14843,57867,Howard Wind Farm,6217 Coots Rd.,Hornell,Steuben,NY,14843,,NPCC,22,New York State Elec & Gas Corp,13511,NY,NR,IPP Non-CHP,115,2,N,,N,,Y,ER11-3407-000,Y,NYISO,42.315278,-77.538333,6690
57211,Solano 3 Wind LLC,,New York,NY,10012,58092,Solano Wind Plant III,1785 Toland Lane,Rio Vista,Solano,CA,94571,,WECC,22,Pacific Gas & Electric Co,14328,CA,RE,Electric Utility,230,1,N,,N,,N,,Y,CAISO,38.113889,-121.763889,6694
57348,AES ES Westover LLC,,Arlington,VA,22203,57972,AES Johnson City,720 Riverside Drive,Johnson City,Broome,NY,13790,N/A,NPCC,22,New York State Elec & Gas Corp,13511,NY,NR,IPP Non-CHP,115,2,N,,N,,N,,Y,NYISO,42.1125,-75.976111,6802
57403,SunE CPS2 LLC,,New York,NY,10012,58027,SunE CPS2 LLC,3580 Valley Rd,San Antonio,Bexar,TX,78221,,TRE,22,CPS Energy,57387,TX,NR,IPP Non-CHP,13.6,2,N,,Y,12-287,N,,Y,ERCOT,29.245,-98.418333,6858
57410,K Road Modesto Solar LLC,,New York,NY,10017,58039,K Road Modesto Solar,6800 McHenry Avenue,Modesto,Stanislaus,CA,95356,,WECC,22,Modesto Irrigation District,12745,CA,NR,IPP Non-CHP,69,2,N,,N,,N,,N,,37.734167,-120.995556,6864
57419,SunE CPS1 LLC,,New York,NY,10012,58068,SunE CPS1 LLC,4000 Rabel Road,San Antonio,Bexar,TX,78221,,TRE,22,CPS Energy,57387,TX,NR,IPP Non-CHP,13.6,2,N,,Y,12-286,N,,Y,ERCOT,29.245,-98.418333,6879
57433,ReEnergy Chateaugay LLC,,Chateaugay,NY,12920,50277,ReEnergy Chateaugay Power Station,7019 State Rt 374,Chateaugay,Franklin,NY,12920,Wells,NPCC,22,New York State Elec & Gas Corp,13511,NY,NR,IPP Non-CHP,34.5,2,N,,Y,85-658-002,N,,Y,NYISO,44.8927,-74.0746,6894
57465,"Keystone Solar, LLC",,New York,NY,10036,58091,Keystone Solar,979 Deaver Rd.,Quarryville,Lancaster,PA,17566,,RFC,22,PPL Electric Utilities Corp,14715,PA,NR,IPP Non-CHP,12,2,N,,Y,QF13-15-000,N,,Y,PJM,39.861111,-76.221111,6921
57469,Stony Creek Wind Farm NY,,Chicago,IL,60606,58088,Stony Creek Wind Farm NY,To Be Determined,Warsaw,Wyoming,NY,14569,,NPCC,22,New York State Elec & Gas Corp,13511,NY,NR,IPP Non-CHP,230,2,N,,N,,Y,EG11-96-000,Y,NYISO,42.750278,-78.248889,6923
58213,"New Britain Renewable Energy, LLC",,New York,NY,10016,58237,CCSU Fuel Cell Project,40 Wells Street,New Britain,Hartford,CT,6053,,NPCC,611,Connecticut Light & Power Co,4176,CT,NR,Commercial CHP,4.16,5,N,,N,,N,,Y,ISONE,41.691944,-72.761111,7071
58233,Kalaeloa Solar Two LLC,,New York,NY,10036,58259,Kalaeloa Solar Two,100-958 Boxer Street,Honolulu,Honolulu,HI,96707,,HICC,22,Hawaiian Electric Co Inc,19547,HI,NR,IPP Non-CHP,46,2,N,,Y,QF13-45-000,N,,N,,21.32,-158.086944,7078
58338,Lakeside Beaver Falls LLC,,Beaver Falls,NY,13305,10617,CH Resources Beaver Falls,9644 Main St,Beaver Falls,Lewis,NY,13305,Beaver River,NPCC,22,New York Power Authority,15296,NY,NR,IPP CHP,230,3,Y,99-43-000,N,,N,,Y,NYISO,43.8861,-75.4342,7152
58387,Solar Star New Jersey VI LLC,,DePere,WI,54115,58402,Solar Star New Jersey NJ LLC,100 Business Park Drive,Skillman,Somerset,NJ,8558,,RFC,22,PSEG Power New York Inc,14294,NJ,NR,IPP Non-CHP,13.2,2,N,,Y,QF13-507-000,N,,Y,PJM,40.406389,-74.6675,7180
58495,"Syncarpha Alethea I, LLC",,New York,NY,10022,58519,Alethea I,2537 Route 206,Eastampton,Burlington,NJ,8060,,RFC,22,PSEG Power LLC,34600,,NR,IPP Non-CHP,13,2,N,,Y,11-386,N,,Y,PJM,40.000556,-74.735,7272
